sku_id,warehouse_id,current_stock,safety_stock,demand_7d,demand_14d,demand_30d,orders_7d,orders_14d,orders_30d,avg_daily_demand_7d,avg_daily_demand_30d,demand_std_30d,demand_trend_7d_vs_prev_7d,days_since_replenishment,last_replenishment_qty,stock_to_weekly_demand_ratio,stock_to_safety_ratio,days_of_cover,day_of_week,month,category_id,warehouse_region_id,warehouse_turnover_rate,stockout_target
45,4,135.0,18.0,144.14567733342568,206.70557342202835,391.8987620793256,4,30,35,20.592239619060813,13.063292069310853,19.837486728773264,0.849562864869393,2,205.85347459496657,0.9365525383583257,7.5,6.55586776850828,5,7,11,5,2.917244988448203,1
387,1,87.0,65.0,142.24755229493405,160.75285605102528,409.7044724690464,47,68,88,20.321078899276294,13.656815748968212,23.43278121902395,1.292400159220296,5,226.66489470868572,0.6116098210225469,1.3384615384615384,4.281268747157828,6,6,2,7,2.5942627526813027,1
327,12,208.0,72.0,40.539006216664845,94.91133011701893,105.15565730645862,26,55,98,5.791286602380692,3.505188576881954,21.805628634467485,0.9461050983520386,16,93.1244481606378,5.130860852590288,2.888888888888889,35.91602596813202,4,8,3,2,3.0429399455101427,0
220,13,265.0,90.0,7.331079033647425,152.53822244761292,213.7680811129714,49,51,76,1.0472970048067751,7.125602703765713,19.19946810560264,1.3533248291262538,1,48.58657151389093,36.147475533100994,2.9444444444444446,253.03232873170694,2,9,2,6,3.3223642116059304,0
217,15,104.0,72.0,60.75990436141385,149.58622030485947,299.0214074007506,20,47,57,8.679986337344836,9.967380246691686,14.483395491103732,1.269114503771141,13,65.95074957230122,1.7116550971078581,1.4444444444444444,11.981585679755007,0,1,11,3,2.0181976260164096,0
429,19,306.0,30.0,31.42726097179016,62.3103605707796,166.10897390209553,41,61,120,4.489608710255737,5.536965796736518,20.215614462810862,1.7970964794079614,13,117.66757365436521,9.736769624138505,10.2,68.15738736896954,4,11,9,2,2.633553296193438,1
43,10,255.0,50.0,79.15769584313881,135.43152290752766,294.8205745441884,16,17,28,11.308242263305544,9.82735248480628,24.383321750827502,0.9042427870980315,7,189.56259082744276,3.2214176686662963,5.1,22.549923680664072,6,4,13,3,1.766458202511427,0
348,16,66.0,58.0,195.86922383052087,367.51385417177,514.1149374564664,22,58,63,27.98131769007441,17.13716458188221,15.932981219764072,0.9547495857942012,2,56.316062604452654,0.33695952181394057,1.1379310344827587,2.358716652697584,0,3,10,3,2.7717704977468958,1
101,14,375.0,118.0,36.21427418104419,113.96662203879694,310.96398901367434,17,23,45,5.17346774014917,10.365466300455811,6.065128083472607,0.7583978163598659,17,237.39530083608474,10.355032883588429,3.1779661016949152,72.48523018511901,1,7,13,5,1.9248580526364343,0
47,6,17.0,68.0,63.77478868459379,143.26265454969052,160.988384584877,27,53,59,9.110684097799112,5.366279486162567,6.1961467479632075,1.1030806237865778,10,74.66202368209277,0.2665630157408381,0.25,1.8659411101858672,3,12,11,2,2.603470360422327,1
263,17,261.0,79.0,145.02286326391447,172.57539163187286,282.72940911398496,11,49,84,20.717551894844924,9.424313637132832,19.89968106857991,1.5885682753930765,14,242.86961277472955,1.7997162249170935,3.3037974683544302,12.598013574419655,3,11,9,5,1.0351184515238916,1
487,2,175.0,90.0,101.83655657238432,156.65633140295557,371.6697788254057,25,66,92,14.548079510340617,12.388992627513522,24.736248908163276,0.7742974463151013,19,277.21062715360017,1.718439879451461,1.9444444444444444,12.029079156160227,2,6,8,5,2.4355251145135126,0
368,12,261.0,49.0,8.785628714676985,155.42913264388534,246.11960898062574,41,69,124,1.2550898163824264,8.203986966020858,5.257795862642059,1.7498327760364503,0,49.248064534997006,29.707606419103723,5.326530612244898,207.95324493372607,1,8,2,6,2.0670425266221892,0
380,18,309.0,116.0,32.33800363226433,173.85381902485173,299.8010203424131,7,39,49,4.61971480460919,9.993367344747103,24.252117415326886,0.5171044676330203,19,275.3193056046015,9.555320839029902,2.663793103448276,66.88724587320931,3,7,9,5,0.9494476754509124,0
359,13,274.0,84.0,187.0499109546392,265.43969476438787,270.8343513377962,39,65,81,26.72141585066274,9.027811711259874,6.707228816429151,1.546693349190977,2,211.61078343926297,1.4648496682067214,3.261904761904762,10.25394767744705,3,9,8,5,2.43126933720967,0
393,18,260.0,103.0,20.63299854780569,181.4904057360881,237.53387950716274,42,76,117,2.9475712211150986,7.917795983572091,10.320073232087456,1.39911346433657,14,266.1570043471631,12.601173765296021,2.5242718446601944,88.20821635707216,1,11,14,7,1.3589486451763,0
257,2,336.0,92.0,127.01855744194116,195.46516251324917,311.3789429088358,1,44,85,18.145508205991593,10.379298096961195,22.703831935455714,1.676829516198626,2,104.04372218945726,2.645282758415691,3.652173913043478,18.51697930890984,4,2,13,5,2.238626171126798,0
64,11,280.0,78.0,158.4651297681823,314.0444541361304,413.78648570221634,33,53,74,22.6378756811689,13.792882856740544,24.045361684137887,1.1783562649235602,0,259.0982927210437,1.7669502458339594,3.58974358974359,12.368651720837716,6,5,5,2,2.338077130752568,0
420,15,325.0,13.0,53.08781254498478,58.76961165023126,237.43333087776702,24,42,97,7.583973220712111,7.914444362592234,14.173860242855628,1.3852536763283054,10,143.0344518850517,6.121932406324073,25.0,42.853526844268515,0,7,3,6,2.38213090850919,0
225,13,161.0,74.0,145.01560062773802,207.51705286908594,360.48704826697207,31,38,88,20.716514375391146,12.016234942232403,23.75226173656015,0.5642512806440085,13,56.89964830201563,1.110225377842586,2.175675675675676,7.771577644898103,0,10,3,1,2.424234372258249,0
250,17,81.0,24.0,33.97903580603605,187.8913618496064,407.9619923907311,14,58,94,4.854147972290865,13.598733079691037,21.06047696393044,1.0126617532123043,7,298.97457531664844,2.3838227918642447,3.375,16.68675954304971,3,2,7,3,1.519030854453045,0
186,9,93.0,76.0,56.95005496675807,219.18577603213714,432.8784514564874,11,52,96,8.135722138108296,14.429281715216247,21.65988831499043,1.5019094237399913,6,284.42310720408926,1.6330098373791633,1.2236842105263157,11.431068861654142,5,7,14,2,2.2239158274914708,1
92,13,244.0,87.0,62.36440617684149,198.52073359651033,258.82569378808773,14,45,77,8.909200882405928,8.62752312626959,21.706208403414134,0.6416761922590043,4,37.4451670059573,3.9124881476159614,2.8045977011494254,27.387417033311728,0,10,13,6,3.1829393179760834,0
463,8,212.0,69.0,199.2869981128447,319.86284515407084,324.2725274125386,7,36,64,28.469571158977818,10.80908424708462,9.65622021916355,1.5171166238466707,14,136.85871465485494,1.0637924300508388,3.072463768115942,7.446547010355871,6,2,13,7,0.3315940214789107,1
391,17,30.0,43.0,42.91445904359146,189.70534274680531,403.3230351727459,20,29,61,6.130637006227351,13.444101172424864,0.7666517274941609,0.9007553144408228,10,295.8588133611467,0.6990650859545202,0.6976744186046512,4.893455601681642,3,3,4,3,2.7628495894448792,1
322,3,81.0,16.0,25.841492926717002,153.20196680670028,235.48218283295853,43,83,133,3.6916418466738574,7.849406094431951,4.116306669910089,0.9588858403470497,22,164.53522803364658,3.134493824706843,5.0625,21.941456772947898,0,1,1,7,0.537816762352799,0
201,5,387.0,83.0,185.13828749628206,230.89805930001415,317.67548661016417,38,40,40,26.448326785183152,10.589182887005473,1.861709190618832,1.3415873153185744,10,149.12645692933893,2.090329370729281,4.662650602409639,14.632305595104967,3,11,10,7,1.6829891999782072,0
411,2,290.0,86.0,32.38613876407055,116.30878088914608,155.9074804387646,8,35,41,4.626591252010079,5.1969160146254865,6.059954887168381,0.6016131642752376,14,58.60758462849084,8.954448139453055,3.372093023255814,62.68113697617138,3,12,6,3,0.6578631404230623,0
273,14,301.0,62.0,175.85598392588108,294.7828835453898,468.03470008219796,27,38,66,25.12228341798301,15.601156669406599,1.3823475702814503,1.312013931368505,23,125.85675328870352,1.7116278518384909,4.854838709677419,11.981394962869437,2,6,7,2,2.7602289484255618,0
222,5,78.0,88.0,130.091325529338,235.89582181063278,305.92305140083147,3,23,57,18.584475075619714,10.197435046694382,6.923518424296768,1.687841102593669,23,149.4582164636882,0.5995787934562136,0.8863636363636364,4.197051554193496,4,11,11,4,0.22635778044347993,1
225,7,25.0,95.0,115.37229961410375,274.68986889625467,318.87564416181556,2,6,16,16.481757087729108,10.629188138727185,14.724001869085743,0.6218935611157248,12,214.21509715287195,0.21668979541553543,0.2631578947368421,1.516828567908748,1,8,14,7,2.483872824971299,1
114,16,116.0,66.0,150.26774230931537,235.55977757912447,361.40746284451905,31,37,73,21.466820329902195,12.046915428150635,3.526496772623397,0.8288964836063154,5,135.01018449114855,0.7719554324654877,1.7575757575757576,5.403688027258414,6,12,3,6,1.4651347174950478,1
46,7,342.0,15.0,145.19979142961,177.23751947378713,364.8414959541477,15,31,32,20.742827347087143,12.16138319847159,7.89357032343675,0.5177859354493866,9,190.49660446061267,2.355375284170397,22.8,16.487626989192776,2,2,9,6,1.0011741085373864,0
277,3,202.0,105.0,22.105237883662742,60.730004617981436,128.1296539992235,35,52,66,3.1578911262375344,4.270988466640784,5.603400214442073,1.1733869962832597,6,30.45489974599108,9.138105686222522,1.9238095238095239,63.96673980355765,6,9,1,4,3.365567633445762,0
444,1,313.0,61.0,199.89322208133783,352.18340267601013,532.6931529232228,7,46,73,28.55617458304826,17.756438430774093,2.3775551584367447,1.4502482598854858,12,229.13554356310192,1.5658359835364417,5.131147540983607,10.960851884755092,5,9,8,3,1.0930100504837585,1
32,5,194.0,83.0,188.37794528974572,189.9477170499059,305.44149446767375,5,31,33,26.911135041392246,10.181383148922459,16.902464708749257,1.7043176727301153,3,0.9826402240916465,1.0298445484242167,2.3373493975903616,7.2089118389695175,2,8,1,7,0.8197917931621981,0
429,18,196.0,110.0,179.31839257238323,335.7618577318133,436.70503854158875,35,36,74,25.616913224626177,14.556834618052958,22.32565846453137,0.978438486792223,10,192.64654730858587,1.0930278661787753,1.7818181818181817,7.651195063251427,1,6,12,4,1.566979132951958,0
413,11,240.0,49.0,124.45782678848136,134.4636821971986,224.34389923124087,10,51,83,17.77968954121162,7.478129974374696,17.89982324961772,0.6933766213479221,1,247.8940953975858,1.9283640586773618,4.8979591836734695,13.498548410741535,6,3,8,6,1.1276326663148803,0
139,19,383.0,78.0,104.55826626646282,175.0567905225558,211.45203185242076,2,29,62,14.93689518092326,7.0484010617473585,17.10535674081384,0.5378099354006771,24,230.03788671123016,3.66302936798836,4.910256410256411,25.641205575918523,4,3,4,6,2.5745501725080264,0
316,5,174.0,12.0,107.25571677633366,251.2874377165469,334.4458794288538,39,76,106,15.32224525376195,11.148195980961793,24.575456165201494,0.9225080798298658,0,44.19522999571457,1.6222911489450202,14.5,11.356038042615141,2,8,4,6,0.20254131142702167,0
83,7,238.0,107.0,2.987388845646488,76.35815667367831,296.1710393305488,35,76,117,0.42676983509235544,9.872367977684961,18.28187759571761,1.1658961562352248,22,253.27423778377596,79.66823614101546,2.2242990654205608,557.6776529871082,1,7,10,7,2.452998289562479,0
379,4,367.0,16.0,99.89390038908859,247.91657405881807,273.4583051768327,46,69,108,14.270557198441226,9.115276839227757,1.1775653062285563,1.671005423789101,23,23.7587463497109,3.6738979914742362,22.9375,25.717285940319655,2,6,4,5,1.5351744753522856,0
350,8,148.0,69.0,124.75391353198397,142.80770374662492,382.38270752207563,29,37,76,17.82198764742628,12.746090250735854,5.456161264465925,0.7813869912493009,23,19.90712377213859,1.1863355289616329,2.1449275362318843,8.30434870273143,4,1,6,4,2.7653814292595893,0
177,11,335.0,48.0,131.7412417549897,223.81884251332326,250.69297438527775,23,43,55,18.820177393569956,8.356432479509259,15.936552925359383,1.5156888607546408,11,246.7819867956308,2.5428635371680177,6.979166666666667,17.80004476017612,3,5,1,2,1.2352501687932886,1
34,16,214.0,13.0,66.4278930102626,171.27321625008426,261.7811268249227,33,63,104,9.489699001466084,8.726037560830756,15.976108457030733,1.1251958026936202,19,54.75611909715678,3.2215382771050507,16.46153846153846,22.55076793973536,0,11,5,1,0.16165640237303644,0
485,7,351.0,60.0,94.2564700587099,254.6128175614133,406.18936101154935,39,40,50,13.465210008387128,13.539645367051644,20.81496042929383,1.6277955207098977,23,134.11768862411154,3.723882294566848,5.85,26.067176061967935,5,9,11,2,2.6951440755121423,0
223,15,187.0,112.0,127.2621213325149,144.1139744735697,353.57432537560686,31,73,74,18.18030304750213,11.785810845853563,3.9708703291417455,1.6219846945523178,20,280.98996102181275,1.4694081635760252,1.6696428571428572,10.285857145032175,2,10,1,7,0.5506305618919015,0
446,12,251.0,28.0,85.66110205503634,146.6092254059759,182.5049299244769,15,30,88,12.23730029357662,6.08349766414923,24.530420274104053,1.6150029703996165,21,62.68911001996459,2.930151422039086,8.964285714285714,20.511059954273602,1,2,12,7,1.7244389278416463,1
339,6,129.0,42.0,192.42703979670503,311.109696878136,346.38525289274395,44,73,83,27.489577113815006,11.546175096424799,12.907274415021522,1.0217487924618494,12,234.17512355376414,0.6703839550631018,3.0714285714285716,4.692687685441712,4,6,4,4,2.9321848809957833,1
389,18,254.0,30.0,141.08842197040005,317.4758367052141,474.5703678706455,35,79,85,20.155488852914292,15.81901226235485,23.01031118229269,0.9500722903930604,18,175.33194496822938,1.8002894670782303,8.466666666666667,12.602026269547613,5,7,11,2,3.2449830055325837,0
380,9,130.0,23.0,0.254749250178099,152.9441275625923,226.1307856637868,43,81,99,0.03639275002544272,7.53769285545956,13.233575615479973,0.7694752244655962,5,121.70872798250471,510.3057218386906,5.6521739130434785,3572.140052870834,5,10,2,1,0.9364291594159291,0
98,3,243.0,35.0,4.655896296450601,157.02500740171072,318.15053165620833,27,60,119,0.6651280423500859,10.605017721873612,4.672870097864279,0.7969577327534917,22,137.76922509832914,52.191884124491736,6.942857142857143,365.3431888714421,0,10,2,2,2.949762804584688,0
182,19,315.0,72.0,138.0600406936749,231.15289599013676,436.2986967225195,22,35,86,19.722862956239272,14.54328989075065,8.775470703595184,1.3010980451259666,11,123.09317131643385,2.2816160158819327,4.375,15.971312111173527,2,2,13,2,2.7387680379619708,0
233,18,173.0,95.0,82.52901950910055,184.10286148467023,203.32048923155648,42,65,108,11.789859929871508,6.777349641051883,5.529157991806278,1.7505235318923946,6,248.190915504067,2.0962323438354087,1.8210526315789475,14.673626406847859,1,10,14,6,3.240124360881216,0
249,1,171.0,85.0,167.89418984245324,322.4386067769706,533.5621375464162,30,52,63,23.984884263207608,17.785404584880542,6.605637798990929,1.2877465128787924,7,244.19566115518188,1.0184986160656373,2.011764705882353,7.129490312459461,4,1,4,6,2.871518965805643,0
22,18,128.0,94.0,34.60308189725241,191.1356874234691,200.53202651207945,38,76,113,4.943297413893201,6.684400883735981,22.25894604190773,1.0360127274845206,21,112.02592710367965,3.699092479105556,1.3617021276595744,25.893647353738896,6,6,14,1,0.4042835788198007,0
273,19,292.0,88.0,2.765382810458372,147.17480459543847,371.8813509176417,44,45,94,0.39505468720833886,12.396045030588057,9.434864833256443,0.8151486079318508,4,209.17458858497272,105.59116766607801,3.3181818181818183,739.1381736625461,0,3,12,1,3.3109054503482573,0
77,16,236.0,52.0,77.61647002274246,224.95929955596608,468.86383495597397,14,15,35,11.088067146106066,15.628794498532466,4.5667738687415556,1.347560341188905,16,159.56011987004783,3.040591770417406,4.538461538461538,21.28414239292184,4,5,4,6,0.18399773219143187,0
371,5,206.0,109.0,147.2128208614898,305.54619548164857,472.4099960968442,9,14,29,21.03040298021283,15.746999869894807,9.113558379671035,0.7742290051878401,6,224.46557438298487,1.3993346421492876,1.889908256880734,9.795342495045011,3,6,12,1,1.2680906747801308,0
341,12,10.0,28.0,194.3455466755137,214.82629427206106,460.89012050810453,7,50,102,27.763649525073387,15.363004016936818,15.431441174792393,0.6213888846516517,14,15.013920865013175,0.051454742190189515,0.35714285714285715,0.3601831953313266,3,7,14,5,1.4233996355770244,1
461,11,44.0,86.0,176.7307758702111,229.40586371310584,434.9038242452568,29,53,60,25.24725369574444,14.49679414150856,5.022153002431826,0.6216019863553002,13,100.81028397773815,0.24896625832907032,0.5116279069767442,1.7427638083034922,6,1,5,4,1.7499005187918097,1
372,12,2.0,22.0,96.81492238742777,272.51535849907714,283.60673353253037,40,71,125,13.830703198203967,9.45355778441768,1.2745262657043455,1.6055971826931101,15,100.74189898951957,0.020657972455904346,0.09090909090909091,0.14460580719133043,5,2,7,1,0.8997792325105871,1
183,12,340.0,94.0,162.5634566392733,260.62316543279246,261.57590148340915,48,52,80,23.223350948467615,8.719196716113638,21.80300083367189,0.9969323021346532,5,179.04367452134068,2.091490960077557,3.617021276595745,14.640436720542898,0,9,5,5,0.5209112054309405,0
483,13,340.0,19.0,14.06609157352281,45.82958638102737,51.029208736593766,1,1,44,2.0094416533604016,1.7009736245531255,5.980508071984788,1.7224421313318603,22,62.2909027386132,24.171604331084847,17.894736842105264,169.2012303175939,3,2,1,2,2.945961469107287,0
206,10,27.0,33.0,114.45446951697666,205.00448349289155,317.9812234727367,0,29,51,16.350638502425237,10.59937411575789,23.409071581013155,1.1457643134647875,22,159.50815639876447,0.2359016656487598,0.8181818181818182,1.6513116595413186,5,3,14,2,2.2821864690457425,1
